image_id,image_array
ISIC_0026174,"[[[0.18823529 0.12156863 0.10588235]
  [0.18823529 0.12156863 0.09803922]
  [0.18039216 0.11764706 0.09803922]
  ...
  [0.18823529 0.1254902  0.1254902 ]
  [0.19215686 0.12941176 0.12941176]
  [0.19607843 0.12941176 0.12941176]]

 [[0.19215686 0.1254902  0.10588235]
  [0.18431373 0.12156863 0.09803922]
  [0.18039216 0.12156863 0.10196078]
  ...
  [0.19215686 0.1254902  0.1254902 ]
  [0.19607843 0.1254902  0.12941176]
  [0.19607843 0.1254902  0.12941176]]

 [[0.19607843 0.12156863 0.10196078]
  [0.18039216 0.1254902  0.10196078]
  [0.17254902 0.1254902  0.11372549]
  ...
  [0.18823529 0.12156863 0.12156863]
  [0.19607843 0.12156863 0.1254902 ]
  [0.2        0.1254902  0.12941176]]

 ...

 [[0.16470588 0.10196078 0.09803922]
  [0.17254902 0.10196078 0.09019608]
  [0.16862745 0.09411765 0.09019608]
  ...
  [0.17647059 0.11764706 0.10588235]
  [0.17647059 0.11764706 0.10980392]
  [0.17254902 0.11764706 0.10980392]]

 [[0.16470588 0.10196078 0.09803922]
  [0.16078431 0.10588235 0.09803922]
  [0.16470588 0.10196078 0.09019608]
  ...
  [0.16862745 0.12156863 0.10196078]
  [0.16862745 0.11764706 0.10196078]
  [0.16862745 0.11372549 0.10980392]]

 [[0.16470588 0.09411765 0.09411765]
  [0.16078431 0.09803922 0.09411765]
  [0.15294118 0.10588235 0.08235294]
  ...
  [0.16862745 0.11372549 0.10588235]
  [0.17647059 0.11372549 0.10196078]
  [0.16862745 0.10980392 0.10588235]]]"
ISIC_0027279,"[[[0.75686275 0.60784314 0.63921569]
  [0.76470588 0.61568627 0.6627451 ]
  [0.77647059 0.63529412 0.68627451]
  ...
  [0.77647059 0.60784314 0.68235294]
  [0.78431373 0.62745098 0.69411765]
  [0.77254902 0.62745098 0.69803922]]

 [[0.75686275 0.61568627 0.65098039]
  [0.76470588 0.61960784 0.6627451 ]
  [0.77254902 0.63137255 0.67843137]
  ...
  [0.78039216 0.62352941 0.69411765]
  [0.78039216 0.62352941 0.70196078]
  [0.77647059 0.63137255 0.70588235]]

 [[0.75294118 0.61568627 0.65490196]
  [0.76862745 0.62352941 0.66666667]
  [0.76862745 0.62352941 0.66666667]
  ...
  [0.78823529 0.61568627 0.69803922]
  [0.78039216 0.61568627 0.69803922]
  [0.78039216 0.63137255 0.70588235]]

 ...

 [[0.74901961 0.59215686 0.63529412]
  [0.74901961 0.60392157 0.64313725]
  [0.74509804 0.58823529 0.62352941]
  ...
  [0.76862745 0.59215686 0.65882353]
  [0.77647059 0.59215686 0.67058824]
  [0.78431373 0.58823529 0.67843137]]

 [[0.74901961 0.58431373 0.62745098]
  [0.74509804 0.58823529 0.62745098]
  [0.73333333 0.56862745 0.6       ]
  ...
  [0.78431373 0.59607843 0.66666667]
  [0.78431373 0.60392157 0.67058824]
  [0.76862745 0.59607843 0.66666667]]

 [[0.7372549  0.56862745 0.60784314]
  [0.7372549  0.56862745 0.60784314]
  [0.7372549  0.56862745 0.60784314]
  ...
  [0.78039216 0.60392157 0.6745098 ]
  [0.79215686 0.61176471 0.68235294]
  [0.78039216 0.59607843 0.66666667]]]"
ISIC_0032170,"[[[0.60784314 0.52156863 0.57254902]
  [0.61568627 0.51764706 0.57254902]
  [0.60784314 0.5254902  0.56862745]
  ...
  [0.61568627 0.50588235 0.56862745]
  [0.61568627 0.50196078 0.54117647]
  [0.61176471 0.48627451 0.54901961]]

 [[0.6        0.50980392 0.55686275]
  [0.60784314 0.51764706 0.55686275]
  [0.60392157 0.51764706 0.55686275]
  ...
  [0.61960784 0.49411765 0.56078431]
  [0.61960784 0.49803922 0.54509804]
  [0.61568627 0.49411765 0.54901961]]

 [[0.60784314 0.51764706 0.55294118]
  [0.61176471 0.52156863 0.55686275]
  [0.61176471 0.51372549 0.56078431]
  ...
  [0.61568627 0.48627451 0.54901961]
  [0.60784314 0.49411765 0.54901961]
  [0.60392157 0.48627451 0.54901961]]

 ...

 [[0.60392157 0.52156863 0.54901961]
  [0.60392157 0.52156863 0.54901961]
  [0.61568627 0.5254902  0.55686275]
  ...
  [0.60784314 0.52941176 0.58039216]
  [0.60392157 0.5254902  0.58823529]
  [0.59607843 0.52156863 0.56862745]]

 [[0.61176471 0.52156863 0.55294118]
  [0.60784314 0.51764706 0.54901961]
  [0.6        0.51764706 0.54509804]
  ...
  [0.61568627 0.52941176 0.57647059]
  [0.60784314 0.53333333 0.58823529]
  [0.6        0.52156863 0.55686275]]

 [[0.60392157 0.52156863 0.54509804]
  [0.6        0.51764706 0.54509804]
  [0.59607843 0.51764706 0.54509804]
  ...
  [0.61176471 0.52156863 0.57254902]
  [0.60784314 0.53333333 0.56078431]
  [0.60784314 0.5254902  0.54901961]]]"
ISIC_0024498,"[[[0.22352941 0.10980392 0.10196078]
  [0.23529412 0.11372549 0.10980392]
  [0.23137255 0.10980392 0.10980392]
  ...
  [0.2        0.09019608 0.09411765]
  [0.2        0.08627451 0.09411765]
  [0.2        0.10196078 0.09411765]]

 [[0.22745098 0.10980392 0.10980392]
  [0.23529412 0.11372549 0.10980392]
  [0.23137255 0.10980392 0.10980392]
  ...
  [0.2        0.09019608 0.09803922]
  [0.19215686 0.09411765 0.09411765]
  [0.19607843 0.09411765 0.09411765]]

 [[0.22745098 0.11372549 0.11372549]
  [0.23137255 0.11372549 0.11764706]
  [0.23137255 0.11372549 0.11372549]
  ...
  [0.2        0.09019608 0.08627451]
  [0.20784314 0.09411765 0.09411765]
  [0.20392157 0.09019608 0.09019608]]

 ...

 [[0.19607843 0.10196078 0.08627451]
  [0.20784314 0.10588235 0.09411765]
  [0.20392157 0.10196078 0.09803922]
  ...
  [0.15686275 0.05098039 0.05490196]
  [0.18823529 0.0745098  0.0745098 ]
  [0.21568627 0.10196078 0.09019608]]

 [[0.2        0.10196078 0.09019608]
  [0.21176471 0.09803922 0.09803922]
  [0.21176471 0.09803922 0.10980392]
  ...
  [0.17254902 0.06666667 0.0627451 ]
  [0.20392157 0.09019608 0.08627451]
  [0.23529412 0.11372549 0.10980392]]

 [[0.2        0.10196078 0.09019608]
  [0.2        0.10196078 0.09803922]
  [0.19607843 0.09803922 0.10196078]
  ...
  [0.18823529 0.07843137 0.07058824]
  [0.21960784 0.10196078 0.09411765]
  [0.24705882 0.11372549 0.11764706]]]"
ISIC_0025005,"[[[0.34509804 0.19607843 0.18431373]
  [0.34509804 0.18823529 0.18431373]
  [0.34117647 0.18823529 0.18431373]
  ...
  [0.37647059 0.18823529 0.19215686]
  [0.32941176 0.16862745 0.16470588]
  [0.3254902  0.16470588 0.16470588]]

 [[0.34901961 0.19607843 0.19215686]
  [0.34509804 0.19215686 0.18431373]
  [0.33333333 0.18823529 0.18039216]
  ...
  [0.39607843 0.21960784 0.21568627]
  [0.34509804 0.18039216 0.17647059]
  [0.32941176 0.17254902 0.16470588]]

 [[0.34509804 0.19215686 0.18039216]
  [0.34509804 0.18823529 0.17647059]
  [0.33333333 0.18823529 0.16862745]
  ...
  [0.42352941 0.24313725 0.24705882]
  [0.36862745 0.2        0.19607843]
  [0.3372549  0.17254902 0.16470588]]

 ...

 [[0.30980392 0.16470588 0.15294118]
  [0.31372549 0.16862745 0.14509804]
  [0.31372549 0.16862745 0.16078431]
  ...
  [0.36470588 0.2        0.18039216]
  [0.36470588 0.18823529 0.17647059]
  [0.36862745 0.18431373 0.16862745]]

 [[0.31372549 0.16078431 0.1372549 ]
  [0.31372549 0.16078431 0.14509804]
  [0.31764706 0.15686275 0.14509804]
  ...
  [0.36470588 0.19215686 0.16862745]
  [0.35686275 0.18431373 0.16862745]
  [0.35686275 0.18039216 0.16862745]]

 [[0.30980392 0.15686275 0.14509804]
  [0.31372549 0.15686275 0.14901961]
  [0.30980392 0.15294118 0.1372549 ]
  ...
  [0.36470588 0.18823529 0.18431373]
  [0.35294118 0.18431373 0.16862745]
  [0.35686275 0.18039216 0.16470588]]]"
ISIC_0025851,"[[[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 ...

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]]"
ISIC_0028347,"[[[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 ...

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]]"
ISIC_0033460,"[[[0.00392157 0.00392157 0.00392157]
  [0.00784314 0.00392157 0.00392157]
  [0.00784314 0.00784314 0.00784314]
  ...
  [0.03921569 0.03529412 0.04313725]
  [0.03529412 0.02745098 0.03529412]
  [0.02745098 0.01960784 0.03137255]]

 [[0.00392157 0.00392157 0.00392157]
  [0.00784314 0.00392157 0.00784314]
  [0.00784314 0.00784314 0.01176471]
  ...
  [0.05098039 0.03529412 0.05098039]
  [0.04313725 0.03137255 0.03921569]
  [0.03529412 0.02745098 0.02745098]]

 [[0.00784314 0.00392157 0.00392157]
  [0.01176471 0.00784314 0.00784314]
  [0.00784314 0.00784314 0.01176471]
  ...
  [0.05490196 0.03921569 0.05490196]
  [0.04705882 0.03529412 0.04705882]
  [0.03529412 0.02745098 0.03529412]]

 ...

 [[0.05098039 0.03529412 0.04705882]
  [0.05882353 0.03921569 0.05882353]
  [0.06666667 0.05098039 0.0627451 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.04705882 0.03529412 0.05098039]
  [0.05490196 0.03921569 0.05490196]
  [0.06666667 0.04705882 0.05490196]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.03921569 0.03137255 0.03921569]
  [0.05490196 0.03529412 0.04705882]
  [0.05882353 0.04313725 0.05098039]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]]"
ISIC_0033722,"[[[0.32156863 0.27058824 0.25490196]
  [0.34509804 0.29803922 0.29019608]
  [0.38823529 0.32156863 0.3254902 ]
  ...
  [0.58039216 0.50588235 0.4       ]
  [0.58039216 0.52156863 0.44313725]
  [0.57254902 0.50980392 0.41960784]]

 [[0.34117647 0.28627451 0.2745098 ]
  [0.36078431 0.30588235 0.30196078]
  [0.39215686 0.33333333 0.32941176]
  ...
  [0.56862745 0.47843137 0.38431373]
  [0.58039216 0.49803922 0.42745098]
  [0.58431373 0.49803922 0.42745098]]

 [[0.35686275 0.30196078 0.29019608]
  [0.36862745 0.31372549 0.30980392]
  [0.4        0.34901961 0.34117647]
  ...
  [0.54509804 0.44705882 0.36078431]
  [0.54509804 0.45882353 0.36862745]
  [0.55294118 0.4745098  0.39607843]]

 ...

 [[0.49019608 0.41960784 0.44705882]
  [0.5254902  0.4627451  0.4745098 ]
  [0.5372549  0.45490196 0.47058824]
  ...
  [0.61176471 0.48627451 0.48235294]
  [0.62745098 0.49803922 0.49411765]
  [0.61960784 0.49019608 0.48627451]]

 [[0.49019608 0.43529412 0.45098039]
  [0.52156863 0.4745098  0.49411765]
  [0.52941176 0.45882353 0.4745098 ]
  ...
  [0.6        0.48235294 0.45882353]
  [0.60784314 0.48627451 0.4627451 ]
  [0.59215686 0.4627451  0.44705882]]

 [[0.49803922 0.42745098 0.45098039]
  [0.52156863 0.4627451  0.4627451 ]
  [0.5254902  0.4627451  0.46666667]
  ...
  [0.58823529 0.48627451 0.43921569]
  [0.59215686 0.4745098  0.44313725]
  [0.59607843 0.46666667 0.45098039]]]"
ISIC_0034315,"[[[0.00392157 0.00392157 0.00392157]
  [0.         0.         0.00392157]
  [0.00392157 0.00392157 0.        ]
  ...
  [0.07843137 0.04705882 0.07843137]
  [0.06666667 0.03921569 0.06666667]
  [0.05882353 0.03921569 0.05098039]]

 [[0.00392157 0.00392157 0.00392157]
  [0.00392157 0.00392157 0.        ]
  [0.00392157 0.00392157 0.00392157]
  ...
  [0.08235294 0.04705882 0.07843137]
  [0.0745098  0.04313725 0.0745098 ]
  [0.06666667 0.03921569 0.0627451 ]]

 [[0.00392157 0.00392157 0.00392157]
  [0.         0.         0.00392157]
  [0.00392157 0.00392157 0.00392157]
  ...
  [0.09411765 0.05098039 0.09019608]
  [0.08235294 0.04705882 0.07058824]
  [0.0745098  0.03529412 0.06666667]]

 ...

 [[0.05098039 0.02352941 0.03921569]
  [0.0627451  0.03137255 0.04705882]
  [0.0627451  0.03529412 0.0627451 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.03921569 0.02352941 0.04313725]
  [0.05098039 0.02745098 0.05490196]
  [0.0627451  0.03529412 0.05882353]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.03137255 0.01960784 0.03529412]
  [0.04705882 0.02352941 0.05098039]
  [0.05490196 0.03137255 0.05882353]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]]"
ISIC_0032967,"[[[0.29019608 0.21568627 0.29411765]
  [0.31764706 0.22745098 0.31372549]
  [0.34117647 0.25490196 0.34901961]
  ...
  [0.49411765 0.42352941 0.49411765]
  [0.47058824 0.40392157 0.47843137]
  [0.45490196 0.37647059 0.44313725]]

 [[0.30196078 0.22352941 0.30980392]
  [0.3254902  0.23529412 0.3254902 ]
  [0.34901961 0.25490196 0.37254902]
  ...
  [0.49019608 0.43137255 0.50588235]
  [0.48627451 0.41176471 0.48627451]
  [0.4627451  0.38823529 0.4627451 ]]

 [[0.30980392 0.23137255 0.31372549]
  [0.34509804 0.23921569 0.34509804]
  [0.36078431 0.2627451  0.36078431]
  ...
  [0.50588235 0.42745098 0.49411765]
  [0.48627451 0.42352941 0.50196078]
  [0.47058824 0.39607843 0.48235294]]

 ...

 [[0.44313725 0.34509804 0.45882353]
  [0.45882353 0.36078431 0.4627451 ]
  [0.4745098  0.38039216 0.48235294]
  ...
  [0.48627451 0.39215686 0.47843137]
  [0.4627451  0.36862745 0.45098039]
  [0.44705882 0.34509804 0.43529412]]

 [[0.43921569 0.33333333 0.44313725]
  [0.45490196 0.35686275 0.4745098 ]
  [0.4627451  0.36470588 0.47843137]
  ...
  [0.4745098  0.37254902 0.4627451 ]
  [0.45098039 0.34509804 0.43529412]
  [0.42745098 0.3372549  0.41960784]]

 [[0.42352941 0.3254902  0.43529412]
  [0.44705882 0.34509804 0.45882353]
  [0.4627451  0.35294118 0.47843137]
  ...
  [0.47058824 0.36078431 0.46666667]
  [0.43921569 0.32941176 0.42352941]
  [0.41568627 0.31764706 0.40784314]]]"
ISIC_0033199,"[[[0.04705882 0.02745098 0.03921569]
  [0.05490196 0.02745098 0.03529412]
  [0.05882353 0.03529412 0.04705882]
  ...
  [0.15686275 0.10980392 0.14509804]
  [0.14901961 0.10588235 0.1372549 ]
  [0.14901961 0.09411765 0.12941176]]

 [[0.04705882 0.03137255 0.03921569]
  [0.05098039 0.03137255 0.03137255]
  [0.05490196 0.03529412 0.05098039]
  ...
  [0.16078431 0.11372549 0.14901961]
  [0.15294118 0.10980392 0.14901961]
  [0.14509804 0.10196078 0.1254902 ]]

 [[0.05098039 0.03137255 0.03529412]
  [0.05098039 0.03529412 0.05098039]
  [0.05882353 0.03921569 0.04705882]
  ...
  [0.16470588 0.11764706 0.16078431]
  [0.15686275 0.11372549 0.15294118]
  [0.14901961 0.10588235 0.1372549 ]]

 ...

 [[0.15686275 0.09803922 0.10980392]
  [0.17254902 0.10196078 0.1254902 ]
  [0.17254902 0.10588235 0.1372549 ]
  ...
  [0.04705882 0.02745098 0.03137255]
  [0.04313725 0.02745098 0.03529412]
  [0.03921569 0.02352941 0.03137255]]

 [[0.14509804 0.10196078 0.12156863]
  [0.16862745 0.09803922 0.12941176]
  [0.18823529 0.09411765 0.1372549 ]
  ...
  [0.03921569 0.02352941 0.01960784]
  [0.03921569 0.02745098 0.01960784]
  [0.03921569 0.01960784 0.02352941]]

 [[0.1372549  0.09411765 0.11372549]
  [0.15686275 0.09411765 0.10980392]
  [0.16862745 0.09803922 0.1254902 ]
  ...
  [0.03921569 0.02352941 0.03137255]
  [0.03529412 0.01960784 0.03137255]
  [0.03137255 0.01960784 0.02352941]]]"
ISIC_0032719,"[[[0.23921569 0.17647059 0.19607843]
  [0.2627451  0.2        0.23137255]
  [0.2745098  0.22352941 0.25490196]
  ...
  [0.18823529 0.14509804 0.15686275]
  [0.16078431 0.1254902  0.14901961]
  [0.14901961 0.11372549 0.12941176]]

 [[0.25490196 0.19215686 0.21960784]
  [0.2745098  0.22745098 0.25098039]
  [0.29411765 0.23921569 0.2745098 ]
  ...
  [0.20784314 0.15686275 0.16862745]
  [0.18823529 0.12941176 0.16470588]
  [0.16078431 0.12156863 0.14509804]]

 [[0.25882353 0.21568627 0.22352941]
  [0.28627451 0.23921569 0.27058824]
  [0.30196078 0.25490196 0.28627451]
  ...
  [0.21568627 0.17647059 0.19215686]
  [0.2        0.14509804 0.16862745]
  [0.18823529 0.1254902  0.1372549 ]]

 ...

 [[0.51372549 0.45098039 0.50980392]
  [0.51764706 0.47058824 0.52941176]
  [0.52941176 0.4745098  0.53333333]
  ...
  [0.4745098  0.40784314 0.45098039]
  [0.44705882 0.39607843 0.43529412]
  [0.45490196 0.38039216 0.43529412]]

 [[0.50196078 0.44705882 0.51372549]
  [0.51372549 0.4627451  0.51764706]
  [0.52941176 0.47058824 0.52941176]
  ...
  [0.47058824 0.40392157 0.45490196]
  [0.45490196 0.38039216 0.42745098]
  [0.44313725 0.37254902 0.40392157]]

 [[0.50196078 0.43921569 0.50588235]
  [0.52156863 0.44313725 0.51372549]
  [0.5254902  0.4627451  0.52156863]
  ...
  [0.45882353 0.40392157 0.44705882]
  [0.44705882 0.38039216 0.43137255]
  [0.41568627 0.36470588 0.39607843]]]"
ISIC_0030630,"[[[0.85882353 0.68235294 0.71764706]
  [0.85490196 0.68627451 0.7254902 ]
  [0.85882353 0.69019608 0.7254902 ]
  ...
  [0.84705882 0.66666667 0.74509804]
  [0.84313725 0.66666667 0.74117647]
  [0.83921569 0.6627451  0.74117647]]

 [[0.85882353 0.68235294 0.71764706]
  [0.85490196 0.68627451 0.7254902 ]
  [0.85490196 0.69411765 0.73333333]
  ...
  [0.83921569 0.6627451  0.74117647]
  [0.83529412 0.6627451  0.7254902 ]
  [0.84313725 0.6627451  0.72156863]]

 [[0.85882353 0.68627451 0.72156863]
  [0.85882353 0.68627451 0.71764706]
  [0.8627451  0.69019608 0.72941176]
  ...
  [0.83921569 0.6627451  0.73333333]
  [0.83529412 0.65490196 0.70980392]
  [0.84705882 0.65098039 0.70980392]]

 ...

 [[0.81568627 0.6745098  0.6745098 ]
  [0.81960784 0.6745098  0.66666667]
  [0.82352941 0.67843137 0.65882353]
  ...
  [0.84705882 0.6745098  0.71372549]
  [0.85098039 0.6745098  0.72941176]
  [0.85490196 0.67843137 0.74117647]]

 [[0.81176471 0.68235294 0.67843137]
  [0.81568627 0.68235294 0.6745098 ]
  [0.81960784 0.68235294 0.67058824]
  ...
  [0.85490196 0.67058824 0.70980392]
  [0.85098039 0.6745098  0.72156863]
  [0.85882353 0.67843137 0.73333333]]

 [[0.82352941 0.69019608 0.68627451]
  [0.82352941 0.68235294 0.68235294]
  [0.82352941 0.69019608 0.6745098 ]
  ...
  [0.85098039 0.67058824 0.70980392]
  [0.84705882 0.67843137 0.72156863]
  [0.85490196 0.67843137 0.73333333]]]"
ISIC_0033305,"[[[0.44705882 0.34509804 0.41568627]
  [0.44313725 0.34117647 0.4       ]
  [0.46666667 0.37254902 0.45098039]
  ...
  [0.6        0.5254902  0.56862745]
  [0.59215686 0.50980392 0.52156863]
  [0.56470588 0.47843137 0.47058824]]

 [[0.46666667 0.38431373 0.45098039]
  [0.4745098  0.37254902 0.44705882]
  [0.46666667 0.36862745 0.44313725]
  ...
  [0.61568627 0.54509804 0.56862745]
  [0.6        0.5254902  0.54117647]
  [0.58431373 0.49411765 0.50588235]]

 [[0.47843137 0.4        0.48235294]
  [0.49019608 0.40392157 0.48235294]
  [0.48235294 0.38431373 0.46666667]
  ...
  [0.63137255 0.56078431 0.6       ]
  [0.61568627 0.54509804 0.6       ]
  [0.59215686 0.52156863 0.57254902]]

 ...

 [[0.64705882 0.60392157 0.69411765]
  [0.66666667 0.60784314 0.69803922]
  [0.66666667 0.62352941 0.72156863]
  ...
  [0.69019608 0.62352941 0.71372549]
  [0.68627451 0.61568627 0.70980392]
  [0.68235294 0.61568627 0.70980392]]

 [[0.64705882 0.59607843 0.6745098 ]
  [0.66666667 0.61176471 0.69803922]
  [0.66666667 0.61960784 0.69411765]
  ...
  [0.68235294 0.61176471 0.71764706]
  [0.67843137 0.60392157 0.70588235]
  [0.67843137 0.60784314 0.69803922]]

 [[0.65490196 0.59215686 0.67843137]
  [0.65882353 0.6        0.69411765]
  [0.66666667 0.60784314 0.69019608]
  ...
  [0.67843137 0.60784314 0.70588235]
  [0.67843137 0.60392157 0.68627451]
  [0.6745098  0.60784314 0.68235294]]]"
ISIC_0032179,"[[[0.75686275 0.60784314 0.58039216]
  [0.76862745 0.61568627 0.60784314]
  [0.77647059 0.61568627 0.61176471]
  ...
  [0.74509804 0.62745098 0.61568627]
  [0.74509804 0.62352941 0.61176471]
  [0.74509804 0.62352941 0.6       ]]

 [[0.75686275 0.61176471 0.58431373]
  [0.76862745 0.61960784 0.61176471]
  [0.77647059 0.61568627 0.61176471]
  ...
  [0.74509804 0.62352941 0.61176471]
  [0.74117647 0.62352941 0.60392157]
  [0.74117647 0.61960784 0.58823529]]

 [[0.76078431 0.61568627 0.59607843]
  [0.76862745 0.61568627 0.61568627]
  [0.77254902 0.61568627 0.61176471]
  ...
  [0.75294118 0.62352941 0.60392157]
  [0.75294118 0.61960784 0.59607843]
  [0.74901961 0.61960784 0.58039216]]

 ...

 [[0.75686275 0.58823529 0.55686275]
  [0.75294118 0.58823529 0.55294118]
  [0.7372549  0.58039216 0.5372549 ]
  ...
  [0.69803922 0.53333333 0.52156863]
  [0.69411765 0.52941176 0.50588235]
  [0.68627451 0.5254902  0.50196078]]

 [[0.75686275 0.59607843 0.56862745]
  [0.75294118 0.58823529 0.56470588]
  [0.74509804 0.58039216 0.54901961]
  ...
  [0.69803922 0.5372549  0.52941176]
  [0.69019608 0.5372549  0.51764706]
  [0.69019608 0.5254902  0.50980392]]

 [[0.74509804 0.60392157 0.57254902]
  [0.74509804 0.59215686 0.57254902]
  [0.74509804 0.59215686 0.56078431]
  ...
  [0.69411765 0.5372549  0.5254902 ]
  [0.68627451 0.53333333 0.52156863]
  [0.68235294 0.5254902  0.5254902 ]]]"
ISIC_0031428,"[[[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.11372549 0.09411765 0.14509804]
  [0.09411765 0.06666667 0.09411765]
  [0.04705882 0.02352941 0.04313725]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.14509804 0.09803922 0.17254902]
  [0.11764706 0.08627451 0.12941176]
  [0.07058824 0.03921569 0.05098039]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.19215686 0.10980392 0.19215686]
  [0.12941176 0.10196078 0.15686275]
  [0.09803922 0.0745098  0.10196078]]

 ...

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.00392157]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]]"
ISIC_0032315,"[[[0.08627451 0.06666667 0.0745098 ]
  [0.1254902  0.07843137 0.09019608]
  [0.15686275 0.11372549 0.10588235]
  ...
  [0.18431373 0.13333333 0.14509804]
  [0.15686275 0.10980392 0.1254902 ]
  [0.1372549  0.09019608 0.10588235]]

 [[0.10196078 0.07058824 0.07843137]
  [0.14509804 0.09019608 0.09803922]
  [0.17254902 0.12156863 0.11764706]
  ...
  [0.19607843 0.14509804 0.15294118]
  [0.16470588 0.12156863 0.13333333]
  [0.14117647 0.09411765 0.11372549]]

 [[0.1254902  0.08235294 0.08627451]
  [0.15686275 0.10588235 0.10588235]
  [0.19607843 0.12941176 0.12156863]
  ...
  [0.20784314 0.16078431 0.16862745]
  [0.17647059 0.13333333 0.14117647]
  [0.15686275 0.10980392 0.1254902 ]]

 ...

 [[0.17254902 0.11372549 0.10588235]
  [0.17647059 0.10980392 0.10196078]
  [0.17254902 0.10196078 0.09803922]
  ...
  [0.04705882 0.02352941 0.01960784]
  [0.03921569 0.02352941 0.02352941]
  [0.04705882 0.01960784 0.01568627]]

 [[0.17647059 0.10980392 0.10196078]
  [0.17254902 0.10980392 0.10588235]
  [0.18039216 0.10588235 0.10588235]
  ...
  [0.05098039 0.01960784 0.01960784]
  [0.04313725 0.02352941 0.01568627]
  [0.05098039 0.01960784 0.00392157]]

 [[0.18431373 0.11372549 0.10588235]
  [0.17647059 0.10980392 0.10980392]
  [0.16862745 0.10588235 0.10980392]
  ...
  [0.05490196 0.02352941 0.01960784]
  [0.05490196 0.02745098 0.01960784]
  [0.05490196 0.02352941 0.01568627]]]"
